,ID,MTS,AMOUNT,PRICE
24,264782432,1530627902266,-35.38842186,36.931
25,264782431,1530627902264,-35.39272393,36.93200031
26,264782429,1530627902261,-1.35085847,36.933
27,264782428,1530627902259,-13.49527665,36.947
28,264782427,1530627902257,-0.5413,36.947
29,264782426,1530627902255,-16.67311027,36.95
30,264782425,1530627902252,-35.3862855,36.95446045
31,264782423,1530627902250,-0.6,36.963
32,264782422,1530627902244,-10.0,36.973
33,264782421,1530627902241,-20.6,36.976
34,264782419,1530627902239,-4.05246592,36.99
35,264782418,1530627902237,-25.0,36.991
36,264782383,1530627888963,-4.0,36.97629447
37,264782381,1530627888959,-19.66270916,36.97629447
38,264782379,1530627888956,-0.6,36.986
39,264782378,1530627888950,-13.49345567,36.987
40,264782377,1530627888948,-27.6,36.991
41,264782376,1530627888946,-1.0,37.0
42,264782374,1530627888943,-4.04383517,37.004
43,264782373,1530627888941,-10.0,37.02
44,264782372,1530627888937,-1.0,37.022
45,264782371,1530627888933,-10.0,37.03
46,264782370,1530627888929,-0.6,37.038
47,264782369,1530627888924,-12.0,37.04
48,264782163,1530627816617,-5.35660131,37.041
49,264782162,1530627816615,-0.6,37.041
50,264782161,1530627816609,-4.04339915,37.072
51,264782160,1530627816607,-19.99999954,37.08
52,264782105,1530627802037,-4.6e-07,37.08
53,264782074,1530627791265,-9.99999989,37.096
0,264782717,1530628000041,34.46062838,37.105
1,264782716,1530628000038,35.41331787,37.10459083
2,264782714,1530628000035,123.85067966,37.102
3,264782713,1530628000032,0.6,37.1
